"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-21","0.00","74","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-22","0.00","66","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-23","0.00","69","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-24","0.00","73","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-25","0.00","67","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-26","0.00","73","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-27","0.00","64","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-28","0.00","68","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-29","0.00","70","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-30","0.00","75","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-01","0.00","73","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-02","0.16","74","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-03","0.00","74","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-04","0.00","71","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-05","0.00","71","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-06","0.00","72","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-07","0.00","78","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-08","0.00","79","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-09","0.00","76","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-10","0.00","68","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-11","0.00","70","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-12","0.00","79","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-13","0.00","78","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-14","0.00","72","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-15","0.00","81","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-16","0.00","73","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-17","0.00","69","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-18","0.00","69","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-19","0.00","74","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-20","0.00","67","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-21","0.00","68","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-22","0.00","64","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-23","0.00","65","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-24","0.00","71","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-25","0.00","72","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-26","0.00","73","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-27","0.00","70","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-28","0.00","72","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-29","0.00","67","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-30","0.00","68","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-31","0.00","76","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-01","0.00","82","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-02","0.00","75","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-03","0.00","79","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-04","0.00","65","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-05","0.00","73","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-06","0.00","70","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-07","0.00","73","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-08","0.00","68","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-09","0.00","68","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-10","0.00","62","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-11","0.00","67","42"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-12","0.00","67","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-13","0.00","61","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-14","0.00","65","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-15","0.00","62","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-16","0.00","62","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-17","0.00","61","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-18","0.00","57","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-19","0.00","62","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-20","0.00","61","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-21","0.76","60","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-22","0.54","63","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-23","0.29","62","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-24","0.00","61","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-25","0.00","62","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-26","0.00","62","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-27","0.06","60","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-28","1.00","64","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-29","0.42","60","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-30","0.00","60","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-01","0.09","59","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-02","0.00","55","42"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-03","0.00","56","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-04","0.08","55","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-05","0.31","55","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-06","0.01","60","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-07","0.00","60","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-08","0.00","60","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-09","0.00","55","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-10","0.02","58","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-11","0.00","56","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-12","0.00","62","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-13","0.00","61","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-14","0.01","62","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-15","0.00","62","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-16","0.58","61","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-17","0.02","60","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-18","0.00","59","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-19","0.00","60","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-20","0.00","55","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-21","0.09","58","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-22","0.00","56","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-23","0.02","56","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-24","0.42","60","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-25","0.00","59","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-26","0.00","59","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-27","0.00","59","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-28","0.00","58","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-29","0.00","60","41"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-30","0.00","59","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-31","0.00","55","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2019-01-01","0.00","55","44"
